"name","registrationNumber","workplaceName","workplaceDepartment","workplaceAddress"
"MUDr. Vladimíra Bernátková","5138195168","GENITRIX, s.r.o.","Gyn. ambulance","Koněvova 205, 13000 Praha 3"
"MUDr. Tomáš Bilina","1128612159","T.B. Gyn, s.r.o.","gynekologické ordinace","Žukovského 887 , 16100 Praha 614"
"MUDr. Jekatěrina Bittmanová","5119981152","MUDr. Jekatěrina Bittmanová","gynekologie","Mánesova 1525/64, 12000 Praha 2"
"MUDr. Jana Bláhová","5114598147","Gyn Prosek s.r.o.","Gynekologická ordinace","Lovosická 440/40, 19000 Praha 9"
"MUDr. Kateřina Bláhová","5143836173","KCK SALVE spol. s.r.o.","Americká 316/42, 12000 Praha 2",
"MUDr. Kateřina Bláhová","5143836173","GENNET s.r.o.","lékařská genetika - GENNET CZ s.r.o.","Kostelní 9/292, 17000 Praha 7"
"MUDr. Eva Bočanová","5121494153","Canadian Medical s.r.o.","Palác YMCA, Na Poříčí 1041/12","Evropská 859/11, 16000 Praha 6"
"MUDr. Alexander Bodnár","1119478152","Zdravotní služby Marjánka a.s.","Pod Marjánkou 1906/12, 16900 Praha 69",
"MUDr. Jekatěrina Boháčková Kraf","5160892188","Fakultní nemocnice Bulovka","Gynekologicko-porodnická klinika","Budínova 2, 18000 Praha 8"
"MUDr. Petra Bolehovská","5157084185","IVF CUBE SE","gynekologie - porodnictví","Evropská 423/178, 16000 Praha 6"
"MUDr. Slavomíra Bónová","5165951188","Gyneco Mente s.r.o.","gynekologie a porodnictví ambulantně","Pod Krejcárkem 975/2, 13000 Praha 3"
"MUDr. Slavomíra Bónová","5165951188","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Daniel Brandejs","1149578179","MUDr. Táňa Brandejsová","Soukromá ordinace","Jičínská 8, 13000 Praha 3"
"MUDr. Milada Brandejská","5113958146","EUROPE IVF International s.r.o.","Nad Výšinkou 2868/2, 15000 Praha 5",
"MUDr. Anna Brandejsová","5162927190","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Tomáš Brtnický, Ph.D.","1151406181","Fakultní nemocnice Bulovka","Gynekologicko-porodnická klinika","Budínova 2, 18000 Praha 8"
"MUDr. Tomáš Brtnický, Ph.D.","1151406181","Clinicus Praha s.r.o.","Ostrovského 253/3, 15000 Praha 5",
"MUDr. Alena Brůnová","5111422143","BellaGyn s.r.o. s.r.o.","gynekologie","Soukalova 3355, 14300 Praha 412"
"MUDr. Vladimír Brynda","1117151150","Soukromá praxe","Kartouzská 6, 15098 Praha 5","257323610"
"MUDr. Miroslav Břešťák, Ph.D.","1133533164","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Miroslav Břešťák, Ph.D.","1133533164","ProfiG2 s.r.o.","Vajgarská 1141, 19800 Praha 98",
"MUDr. Miroslav Břešťák, Ph.D.","1133533164","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Miroslav Břešťák, Ph.D.","1133533164","ProfiG2 s.r.o.","Vajgarská 1141, 19800 Praha 98",
"MUDr. Libuše Břešťáková","5137966168","Gynekologicko-porodnická ambulance","Nové nám. 1431/20, 10400 Praha 114",
"MUDr. Karel Buben","1127142158","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Štěpán Budka","1147457177","Prague Fertility Centre s.r.o.","Sokolovská 810/304, 19000 Praha 9",
"MUDr. Štěpán Budka","1147457177","Fakultní Thomayerova nemocnice","Gynekologicko-porodnické oddělení","Vídeňská 800, 14059 Praha 4"
" Ihor Burtyk","1166098180","Gynekologie a porodnictví Kladno s.r.o.","Huťská 211, 27201 Kladno 1",
" Ihor Burtyk","1166098180","G-Innova s.r.o.","Gynekologie, urogynekologie","Zenklova 340/22, 18000 Praha 8"
"MUDr. Jan Bus","1133520164","GYNBUS s.r.o.","gynekologie","Soukalova 3355, 14300 Praha 412"
"prof. MUDr. Pavel Calda, CSc.","1125744157","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"prof. MUDr. Pavel Calda, CSc.","1125744157","ProfiG2 s.r.o.","Vajgarská 1141, 19800 Praha 98",
"prof. MUDr. David Cibula, CSc.","1137393168","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"prof. MUDr. David Cibula, CSc.","1137393168","1. lékařská fakulta Univerzity Karlovy","Kateřinská 1660/32, 12108 Praha 2",
"MUDr. Josef Cindr","1117196150","Fakultní Thomayerova nemocnice","Gynekologicko-porodnické oddělení","Vídeňská 800, 14059 Praha 4"
"MUDr. Jana Contreras Šklíbová","5131013161","Pro Gyn s.r.o.","Gynekologie","Běloveská 656, 19000 Praha 9"
"MUDr. Jana Contreras Šklíbová","5131013161","Samostatná ordinace gynekologa, s.r.o.","gynekologie","Běloveská 656, 19900 Praha 99"
"MUDr. Katarína Csicsaiová","5155105168","Canadian Medical s.r.o.","Gynekologické oddělení","Lomnického 1705/5, 14000 Praha 4"
"MUDr. Miloš Čekal","1124631156","ProCrea Swiss IVF Center s.r.o.","Nádražní 762/32, 15000 Praha 5",
"MUDr. Miloš Čekal","1124631156","Fakultní nemocnice v Motole","gynekologicko-porodnická klinika","V Úvalu 84, 15006 Praha 5"
"MUDr. Tereza Čeledová","5153761183","Canadian Medical s r.o.","gynekologie","Evropská 859/115, 16000 Praha 6"
"MUDr. Tomáš Čepelák","1137628168","UNICA Prague s.r.o.","Bucharova 2657/12, 15800 Praha 58","+420 230 234 665"
"MUDr. Zuzana Čepická Líbalová","5137174167","LEVRET s.r.o.","Gynekologie - porodnictví","Terronská 958/61, 16000 Praha 6"
"MUDr. PhDr. Pavel Čepický, CSc.","1117904151","LEVRET s.r.o.","Gynekologie - porodnictví","Terronská 958/61, 16000 Praha 6"
"MUDr. Andrej Černý","1158341188","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. František Černý","1123369155","Nemocnice Sokolov s.r.o.","Gynekologicko-porodnické oddělení","Slovenská 545, 35601 Sokolov 1"
"MUDr. František Černý","1123369155","Gynvia, s.r.o.","gynekologická ambulance","Stupkova 3/1443, Praha 7, 17000 Praha 7"
"MUDr. Miloslav Černý, CSc.","1120839153","Soukromá praxe","gyn ordinace","Janského 2235, 15500 Praha 515"
"MUDr. Miloslav Černý, CSc.","1120839153","Fakultní nemocnice v Motole","gynekologicko-porodnická klinika","V Úvalu 84, 15006 Praha 5"
"MUDr. Petr Černý","1130567161","Ambulance u Arbesa s.r.o.","Pavla Švandy ze Semčic 1068, 15000 Praha 5",
"MUDr. Jindřich Čihák","1129544160","Gynepro s.r.o.","gynekologie","Frýdecká 439, 19900 Praha 99"
"MUDr. Lenka Čížková","5127846158","MUDr. Čížková Lenka s.r.o.","gynekologie a porodnictví ambulantně","Kubelíkova 1224/42, 13000 Praha 3"
"MUDr. Václav Čmelínský","1132314163","Fakultní nemocnice Bulovka","Gynekologicko-porodnická klinika","Budínova 2, 18000 Praha 8"
"MUDr. Václav Čmelínský","1132314163","GYNPORT s.r.o.","Vítězné náměstí 9, 16000 Praha 6",
"MUDr. Zoja Čurilová Roháčová","5150207179","ISCARE a.s.","Centrum gynekologie( GynCentrum)","Českomoravská 2510/19, 19000 Praha 9"
"MUDr. Zoja Čurilová Roháčová","5150207179","ASKLEPION - Lasercentrum Praha, s. r. o.","Londýnská 160/39, 12000 Praha 2",
"MUDr. Zoja Čurilová Roháčová","5150207179","INC, a.s.","gynekologie","Tovární 19, 25090 Jirny"
"MUDr. Pavel Darebný","1146425176","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Eva Dědicová","5144289173","GYNED s.r.o.","Mazurská 484/2, 18100 Praha 81",
"MUDr. Pavel Dejmal","1126024157","Nemocnice Na Františku","Na Františku 8, 11000 Praha 1",
"MUDr. Jiří Diepold","1110238142","Fakultní nemocnice Bulovka","LSPP","Budínova 2, 18000 Praha 8"
"MUDr. Jiří Diepold","1110238142","COP plus s.r.o.","Gynekologie","Klapkova 3/26, 18000 Praha 8"
"MUDr. Jiří Diepold","1110238142","Zdravotnická záchranná služba Středočeského kraje, příspěvková organizace","Kolín -výjezdové stanoviště ZZS Sčk","Žižkova 146, 28002 Kolín 2"
"MUDr. Zdenka Dolná","5161478188","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Lukáš Dostálek","1155668183","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Jindřich Doucha","1113320146","Fakultní nemocnice v Motole","gynekologicko-porodnická klinika","V Úvalu 84, 15006 Praha 5"
"MUDr. Jan Drahoňovský, MBA","1138492169","MUDr. Jan DRAHOŇOVSKÝ","gynekologie a porodnictví","Antala Staška 1670 / 80 , 14000 Praha 4"
"MUDr. Jan Drahoňovský, MBA","1138492169","Gynekologie Říčany s.r.o.","samostatná ordinace PL- gynekologa","Komenského náměstí 1850, 25101 Říčany u Prahy"
"MUDr. Jan Drahoňovský, MBA","1138492169","Ústav pro péči o matku a dítě","Gynekologické oddělení","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Jan Drahoňovský, MBA","1138492169","MUDr. Jan DRAHOŇOVSKÝ","gynekologie a porodnictví","Antala Staška 1670 / 80 , 14000 Praha 4"
"MUDr. Jan Drahoňovský, MBA","1138492169","Gynekologie Říčany s.r.o.","samostatná ordinace PL- gynekologa","Komenského náměstí 1850, 25101 Říčany u Prahy"
"MUDr. Jan Drahoňovský, MBA","1138492169","Ústav pro péči o matku a dítě","Gynekologické oddělení","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Dagmar Drazdíková","5120257152","MUDR.DRAZDÍKOVÁ DAGMAR,ORDINACE GYNEKOLOGIE A PORODNICTVÍ","Praktický lékař - gynekolog","Žufanova 1113, 16300 Praha 618"
"MUDr. Pavel Drbohlav","1128337159","Prague Fertility Centre s.r.o.","Sokolovská 810/304, 19000 Praha 9",
"MUDr. Daniel Driák, Ph.D.","1134266165","Almeda, a.s., Nemocnice Neratovice","Gynekologicko-porodnické oddělení","Alšova 462, 27711 Neratovice"
"MUDr. Daniel Driák, Ph.D.","1134266165","Gynekologie Harfa s.r.o.","Českomoravská 316/24, 19000 Praha 9",
"MUDr. Oľga Dubová","5148932178","Fakultní nemocnice Bulovka","Gynekologicko-porodnická klinika","Budínova 2, 18000 Praha 8"
"MUDr. Oľga Dubová","5148932178","1. lékařská fakulta Univerzity Karlovy","Kateřinská 1660/32, 12108 Praha 2",
"MUDr. Tereza Duchoňová","5156490182","Fakultní Thomayerova nemocnice","Gynekologicko-porodnické oddělení","Vídeňská 800, 14059 Praha 4"
"MUDr. Martin Dvořák","1123532155","Fakultní nemocnice Bulovka","Gynekologicko-porodnická klinika","Budínova 2, 18000 Praha 8"
"MUDr. Martin Dvořák","1123532155","MUDr. Martin Dvořák","Soukromá gynekologická ordinace","Hnězdenská 767/2, 18100 Praha 81"
"MUDr. Nikola Dvořáková","5164955191","Gynetis Clinic s.r.o.","gynekologie a porodnictví","K Libuši 57/30, 14800 Praha 414"
"MUDr. Ivana Effenbergerová","5140443170","AMEDEANA, s.r.o.","Sídliště 1100/31, 15300 Praha 512",
"MUDr. Therese Eidová","5128870159","UNICARE MEDICAL CENTER, s.r.o.","Na dlouhém lánu 563/11, 16000 Praha 6",
"MUDr. Therese Eidová","5128870159","MUDr. Therese EIDOVÁ","gynekologie-porodnictví","Ruzyňská 43, 16100 Praha 614"
"MUDr. Michal Emingr","1166622192","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"doc. MUDr. Tomáš Fait, Ph.D.","1141160171","Fakultní nemocnice v Motole","gynekologicko-porodnická klinika","V Úvalu 84, 15006 Praha 5"
"MUDr. Michael Fanta","1140017170","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Adéla Faridová","5162406190","Ústav pro péči o matku a dítě","Gynekologické oddělení","Podolské nábřeží 157, 14700 Praha 47"
"doc. MUDr. Jaroslav Feyereisl, CSc.","1121803154","Ústav pro péči o matku a dítě","Gynekologické oddělení","Podolské nábřeží 157, 14700 Praha 47"
"doc. MUDr. Luděk Fiala, Ph.D., MBA","1124467156","Fakultní nemocnice Plzeň-Lochotín","Psychiatrická klinika","alej Svobody 80, 32300 Plzeň 23"
"doc. MUDr. Luděk Fiala, Ph.D., MBA","1124467156","MEDA spol. s r.o.","Gynekologie, porodnictví a sexuologie","Budínova 67/ 2, 18000 Praha 8"
"doc. MUDr. Luděk Fiala, Ph.D., MBA","1124467156","Všeobecná fakultní nemocnice v Praze","Sexuologický ústav VFN a 1. LF UK","Ke Karlovu 460/11 (Herzův Dům), 12800 Praha 28"
"MUDr. Ján Fialkovič","1147530177","JMT HEALTH, s.r.o.","Gynekologické oddělení","Táborská 57, 14000 Praha 4"
"MUDr. Nelya Daniela Petrivna Ficaj","5159056181","Canadian Medical Care ČR s.r.o.","gynekologie","Veleslavínská 1/30, 16202 Praha 6"
"MUDr. Elena Figurová","5129943160","OG Medical Centre s.r.o.","dermatovenerologie, gynekologie a porodnictví, neurologie, praktické lékařství pro děti a dorost, rehabilitační a fyzikální medicína, vnitřní lékařství","Vodičkova 699/30, 11000 Praha 1"
"MUDr. Elena Figurová","5129943160","ProFemme s.r.o.","gynekologie a porodnictví","Vodičkova 699/30, 11000 Praha 1"
"MUDr. Petra Filová","5152341182","Ústřední vojenská nemocnice - Vojenská fakultní nemocnice Praha","Gynekologie","U Vojenské nemocnice 1200, 16902 Praha 6"
"MUDr. Daniela Fischerová","5142039171","Všeobecná fakultní nemocnice v Praze","U nemocnice 2, 12800 Praha 28",
"MUDr. Vladimír Folauf","1131672162","NH Hospital a.s.","Gynekologicko porodnické","K nemocnici 1106, Hořovice, 26801 Hořovice"
"MUDr. Vladimír Folauf","1131672162","MUDr. Vladimír Folauf s.r.o., soukromá gynekologická praxe","gynekologie","Sluneční nám. 2588/15, Praha 5, 15800 Praha 58"
"MUDr. Pavel Freitag, CSc.","1118189151","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Veronika Frisová, Ph.D.","5146044175","Profema - Centrum fetální medicíny s.r.o.","Nad spádem 641/20, 14700 Praha 47","737 220 878"
"MUDr. Zuzana Fučíková","5137122167","GYNPOINT s.r.o.","Gynekologie- poliklinika Bioregena","Vajgarská 1141, 19800 Praha 98"
"MUDr. Alice Fuxová","5145257174","ISCARE a.s.","Centrum gynekologie( GynCentrum)","Českomoravská 2510/19, 19000 Praha 9"
"MUDr. Veronika Galambošová","5148883178","Gynema s.r.o.","gynekologie","Kvestorská 8, 14000 Praha 4"
"MUDr. Ondřej Gojiš, Ph.D.","1151209181","AG2 s.r.o.","gynekologie a porodnictví","K Hrnčířům 25, 14900 Praha 415"
"MUDr. Ondřej Gojiš, Ph.D.","1151209181","AG1 s.r.o.","gynekologie a porodnictví","K Hrnčířům 25, 14900 Praha 415"
"MUDr. Ondřej Gojiš, Ph.D.","1151209181","Interna Tišnov s.r.o.","interní ambulance","nám.Míru 24, 66601 Tišnov 1"
"MUDr. Ondřej Gojiš, Ph.D.","1151209181","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Ondřej Gojiš, Ph.D.","1151209181","Ostin s.r.o.","vnitřní lékařství, nutriční terapeut, diabetologie","Výškovická 165/126, 70030 Ostrava 30"
"MUDr. Veronika Grollová","5156650186","Fakultní nemocnice Královské Vinohrady","Gynekologicko-porodnická klinika","Šrobárova 50, 10000 Praha 10"
"MUDr. Vladimíra Grubauerová","5118666151","Zdeněk Tesař, s.r.o.","gynekologie a porodnictví","Ohmova 271, 10900 Praha 111"
"doc. MUDr. Vojen Güttner, CSc.","1113482146","Městská poliklinika Praha","Spálená 12, 11000 Praha 1",
"prof. MUDr. Zdeněk Hájek, DrSc.","1110851143","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Martin Halad","1132492163","Centrum zdraví Smíchov s.r.o., Ambulance NEXTCLINICS Smíchov","gynekologické odd.","Nádražní 762/32, 15000 Praha 5"
"prof. MUDr. Michael Halaška, CSc.","1114306147","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"prof. MUDr. Michael Halaška, CSc.","1114306147","UROGYN, s.r.o.","Urogynekologická ambulance","Nové náměstí 1431/20, 10400 Praha 114"
"prof. MUDr. Michael J. Halaška","1145593175","Fakultní nemocnice Královské Vinohrady","Gynekologicko-porodnická klinika","Šrobárova 50, 10000 Praha 10"
"MUDr. Kateřina Hamplová Běhávková","5160825188","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Jiří Hanáček","1143647173","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Jiří Hanzelka","1123059155","Gyo s.r.o.","Gynekologická a porodnická ordinace","Dukelských hrdinů 406/23, 17000 Praha 7"
"MUDr. Jiří Hassa","1120298153","MUDr. Hassa Jiří","Jana Žižky 268, 51301 Semily",
"MUDr. Jiří Hassa","1120298153","MUDr. Hassa Jiří","Tesaříkova 1027, 10200 Praha 102",
"MUDr. Lubomír Hašlík","1152833178","Gyn – H s.r.o.","Platnéřská 11, 11000 Praha 1",
"MUDr. Richard Havel","1128352159","UROGYN, s.r.o.","Urogynekologická ambulance","Nové náměstí 1431/20, 10400 Praha 114"
"MUDr. Anna Havránková","5113964146","3. Lékařská fakulta Univerzity Karlovy","Gynekologicko-porodnická klinika","Ruská 87, 10000 Praha 10"
"MUDr. Lenka Heczková","5154232183","GENNET s.r.o.","lékařská genetika - GENNET CZ s.r.o.","Kostelní 9/292, 17000 Praha 7"
"MUDr. Elka Heidlerová","5122480154","MUDr. Elka Heidlerová s.r.o.","Gynekologická ordinace","Bachmačské náměstí 326/3, 16000 Praha 6"
"MUDr. Miloslav Herda","1119579152","EUC Klinika Praha a.s.","Gynekologie a porodnictví","Šustova 1930, 14800 Praha 414"
"MUDr. Hynek Heřman, MHA, Ph.D.","1142391172","KCK SALVE spol. s.r.o.","Americká 316/42, 12000 Praha 2",
"MUDr. Hynek Heřman, MHA, Ph.D.","1142391172","Gyn – H s.r.o.","Platnéřská 11, 11000 Praha 1",
"MUDr. Hynek Heřman, MHA, Ph.D.","1142391172","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Kristýna Hlinecká","5153077183","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Kristýna Hlinecká","5153077183","Femina Sana s.r.o.","gynekologie a porodnictví - ambulantně","Hartigova 2495/221, 13000 Praha 3"
"MUDr. Ivana Hochmutová","5130360160","Canadian Medical s r.o.","gynekologie","Evropská 859/115, 16000 Praha 6"
"MUDr. Alena Holá","5155098182","Ústav pro péči o matku a dítě","Gynekologicko porodnické odd.","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Zdeněk Holec","1128438159","Poliklinika Čumpelíkova, spol. s r.o.","Čumpelíkova 1764/2 , 18200 Praha 82",
"MUDr. Zdeněk Holec","1128438159","Truegyn Praha s.r.o.","gynekologie a porodnictví","Čumpelíkova 1764/2, 18200 Praha 82"
"MUDr. Petr Holý","1144497174","Fakultní nemocnice Bulovka","Gynekologicko-porodnická klinika","Budínova 2, 18000 Praha 8"
"MUDr. Petr Holý","1144497174","MUDr. Petr HOLÝ","Gynekologie","Mazurská 484/2, 18100 Praha 81"
"MUDr. Petr Holý","1144497174","Fakultní nemocnice Bulovka","Gynekologicko-porodnická klinika","Budínova 2, 18000 Praha 8"
"MUDr. Petr Holý","1144497174","MUDr. Petr HOLÝ","Gynekologie","Mazurská 484/2, 18100 Praha 81"
"MUDr. Jiří Horák","1120463153","Fakultní nemocnice v Motole","gynekologicko-porodnická klinika","V Úvalu 84, 15006 Praha 5"
"MUDr. Petr Horák","1155780177","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Vladimíra Horáková","5138800169","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Lukáš Horčička","1132433163","GONA spol.s r.o.","Nestátní zdravotnické zařízení","Národní 25, 11000 Praha 1"
"MUDr. Lukáš Horčička","1132433163","Fakultní nemocnice v Motole","gynekologicko-porodnická klinika","V Úvalu 84, 15006 Praha 5"
"MUDr. Martina Hourová","5135791166","MUDr. Martina Hourová","gynekologická ordinace","Jeseniova 208/2769, 13000 Praha 3"
"MUDr. Jana Hradecká","5128898159","OrdGyn ambulance, s.r.o.","Gynekologie a porodnictví","Bílá 2571/6, 16000 Praha 6"
"MUDr. David Hradecký","1128433159","Poliklinika Prosek a.s.","gynekologie","Lovosická 440/40, 19000 Praha 9"
"MUDr. David Hradecký","1128433159","VICTORIA LGH s.r.o.","gynekologie","Oderská 333, 19600 Praha 96"
"MUDr. Hana Hrbáčková","5159358188","GynFleur s.r.o.","gynekologie a porodnictví","Antala Staška 1073/71a, 14000 Praha 4"
"MUDr. Hana Hrbáčková","5159358188","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Hana Hrbáčková","5159358188","BellaGyn s.r.o. s.r.o.","gynekologie","Soukalova 3355, 14300 Praha 412"
"MUDr. Martin Hrehorčák","1141475171","ATODA Telemarketing spol. s r.o.","ATODA Medical","V Průhonu 13, 17000 Praha 7"
"MUDr. Veronika Hrochová","5145923175","Fakultní nemocnice Bulovka","Gynekologicko-porodnická klinika","Budínova 2, 18000 Praha 8"
"MUDr. Veronika Hrochová","5145923175","GENNET, s.r.o.","Centrum lékařské genetiky","Kostelní 9/292, 17000 Praha 7"
"MUDr. Veronika Hrochová","5145923175","OG Medical Centre s.r.o.","dermatovenerologie, gynekologie a porodnictví, neurologie, praktické lékařství pro děti a dorost, rehabilitační a fyzikální medicína, vnitřní lékařství","Vodičkova 699/30, 11000 Praha 1"
"MUDr. Veronika Hrochová","5145923175","ProFemme s.r.o.","gynekologie a porodnictví","Vodičkova 699/30, 11000 Praha 1"
"MUDr. Martin Hruda","1155414185","Fakultní nemocnice Královské Vinohrady","Gynekologicko-porodnická klinika","Šrobárova 50, 10000 Praha 10"
"doc. MUDr. Petr Hubka, Ph.D.","1151183181","Fakultní nemocnice Bulovka","Gynekologicko-porodnická klinika","Budínova 2, 18000 Praha 8"
"doc. MUDr. Petr Hubka, Ph.D.","1151183181","1. lékařská fakulta Univerzity Karlovy","Kateřinská 1660/32, 12108 Praha 2",
"MUDr. Jaroslav Hulvert","1134463165","ISCARE a.s.","asistované reprodukce","Jankovcova 1569/2c, 17000 Praha 7"
"MUDr. Jaroslav Hulvert","1134463165","Astreum s.r.o.","gynekologie a porodnictví","Na Florenci 1686/9, 11000 Praha 1"
"MUDr. Kateřina Hykel Králíková","5169430183","GYNBUS s.r.o.","gynekologie","Soukalova 3355, 14300 Praha 412"
"MUDr. Karel Hynek","1141152171","Gyn Plus s.r.o.","gynekologie a porodnictví","Krkonošská 1474/1, 12000 Praha 2"
"MUDr. Karel Hynek","1141152171","Fakultní nemocnice v Motole","gynekologicko-porodnická klinika","V Úvalu 84, 15006 Praha 5"
"MUDr. Martin Hynek","1145388175","GENNET, s.r.o.","Gynekologie","Kostelní 9/292, 17000 Praha 7"
"MUDr. Martin Hynek","1145388175","Fakultní Thomayerova nemocnice","Gynekologicko-porodnické oddělení","Vídeňská 800, 14059 Praha 4"
"MUDr. Blanka Hynková","5140321170","Fakultní nemocnice v Motole","gynekologicko-porodnická klinika","V Úvalu 84, 15006 Praha 5"
