"name","registrationNumber","workplaceName","workplaceDepartment","workplaceAddress"
"MUDr. Daniel Kobr","1133531164","MUDr. Dan Kobr","PLDD v Praze 10","Vršovická 75a, 10000 Praha 10"
"MUDr. Ingrid Kocourková","5132866163","Praktické lékařství pro děti a dorost","Nučická 1830/38 , 10000 Praha 10",
"MUDr. Petra Kolátková","5158754186","Pediatrie s úsměvem s.r.o.","Praktické lékařství pro děti a dorost","Mladoboleslavská 514, 19017 Praha 917"
"MUDr. Ivana Königová Wachsmuth","5134687165","MUDr. Königová Wchsmuth Ivana","Praktický lékař pro děti a dorost","Boloňská 312, 10900 Praha 111"
"MUDr. Eva Košťálová","5132857163","Všeobecná fakultní nemocnice v Praze","Ústav dědičných metabolických poruch VFN a 1. LF UK","Ke Karlovu 455/2, 12800 Praha 28"
"MUDr. Václav Koucký, Ph.D.","1159587188","Fakultní nemocnice v Motole","Pediatrická klinika","V Úvalu 84, 15006 Praha 5"
"MUDr. Petra Kratochvílová","5152396183","ResTrial s.r.o.","praktické lékařství pro děti a dorost","Třebízského 183, 27401 Slaný 1"
"MUDr. Petra Kratochvílová","5152396183","ResTrial NeoPedia s.r.o.","U Průhonu 1141/2, 17000 Praha 7",
"MUDr. Iva Krejčí Pončáková","5140199170","synlab czech s.r.o.","ambulance PL pro děti a dorost, pneumologie a ftizeologie, alergologie a klin. imunologie","Mlynářská 1361/4, 11000 Praha 1"
"MUDr. Iva Krejčí Pončáková","5140199170","Nemocnice Na Homolce","alergologie a klinická imunologie","Roentgenova 2, 15000 Praha 5"
"MUDr. Veronika Krejčová","5133793164","Fakultní nemocnice Královské Vinohrady","Gynekologicko-porodnická klinika","Šrobárova 50, 10000 Praha 10"
"MUDr. Stanislav Kusý","1119063152","Health Centre Prague, s.r.o.","PL pro děti a dorost, interní lékařství","Vodičkova 30, 11000 Praha 1"
"MUDr. Ľubica Langrová","5152672181","Program H plus, s.r.o.","Radlická 19/1, 15000 Praha 5",
"MUDr. Petra Lefflerová","5151539181","Fakultní Thomayerova nemocnice","Novorozenecké oddělení","Vídeňská 800, 14059 Praha 4"
"MUDr. Lucia Lešková","5147053176","Canadian Medical s.r.o.","dětské","Evropská 859/115, 16000 Praha 6"
"MUDr. Kateřina Malá","5136945167","Pediatrie Roztoky s.r.o.","Evropská 530/26, 16000 Praha 6",
"MUDr. Jana Mattauchová","5164185190","MALÉ ZDRAVÍ a.s.","praktické lékařství pro děti a dorost","Táborská 940/31, 14000 Praha 4"
"doc. MUDr. Ivan Novák, CSc.","1111608144","Fakultní Thomayerova nemocnice","Pediatrická klinika","Vídeňská 800, 14059 Praha 4"
"MUDr. Jana Anna Nováková","5154910182","MALÉ ZDRAVÍ a.s.","praktické lékařství pro děti a dorost","Anny Drabíkové 534/3, 14900 Praha 415"
"MUDr. Klára Otáhalová","5143939173","MUDr. Klára Otáhalová","Praktický lékař pro děti a dorost","Střelničná 1284/51a , 18200 Praha 82"
"MUDr. Rita Patakiová","5159090186","Fakultní nemocnice Bulovka","Pediatrické oddělení","Budínova 2, 18000 Praha 8"
"MUDr. Oldřich Páv","1160041187","Alergologie-Pediatrie s.r.o.","Za Poštovskou zahradou 588, 19011 Praha 911",
"MUDr. Jitka Pečírková","5142112171","NEFROMED s.r.o.","Bechyňova 2571/3, 16000 Praha 6",
"MUDr. Eva Petrusová","5154817167","Škola Jaroslava Ježka, Mateřská škola, základní škola, praktická škola a základní umělecká škola pro zrakově postižené, Praha 1, Loretánská 19 a 17","Loretánská 104/19, 11000 Praha 1",
"MUDr. Eva Petrusová","5154817167","Pediatrie Petrusová s.r.o.","Praktický lékař pro děti a dorost","V přístavu 1585/8, 17000 Praha 7"
"MUDr. Martin Pokorný","1127329158","Praktické lékařství pro děti a dorost","Ohmova 271, 10900 Praha 111",
"MUDr. Marcela Poláková","5123984155","Praktické lékařství pro děti a dorost","Boloňská 312, 10900 Praha 111",
"MUDr. Libuše Polanecká","5137724168","Fakultní Thomayerova nemocnice","Pediatrická klinika","Vídeňská 800, 14059 Praha 4"
"MUDr. Marie Polášková","5129058159","MEDICON a.s.","Pediatrie-praktický lékař pro děti a dorost","Antala Staška 1670/80, 14046 Praha 4"
"MUDr. Tomáš Rada","1148449178","MUDr. Tomáš RADA","PL pro děti a dorost","Na Dlouhém lánu 11, 16000 Praha 6"
"MUDr. Veronika Rákosníková","5144205173","MIGNON Pediatrie Karlín","Praktický lékař pro děti a dorost","Křižíkova 452/64 , 18600 Praha 86"
"MUDr. Pavla Raušová","5144180173","Všeobecná fakultní nemocnice v Praze","Klinika pediatrie a dědičných poruch metabolismu VFN a 1. LF UK","Ke Karlovu 2, 12100 Praha 2"
"MUDr. Ivana Richterová","5163848190","Dětská ambulance Petřiny spol. s r.o.","ambulantní praktické lékařství pro děti a dorost, nefrologie","Křenova 15, 16200 Praha 616"
"MUDr. Daniela Rittichová","5160106187","Mediclinic a.s.","Praktický lékař pro děti a dorost","Čumpelíkova 1011/7, 18000 Praha 8"
"MUDr. Bc. Miluše Ryjáčková","5153987175","PMR Medikon s.r.o.","Praktický lékař pro děti a dorost","Na dlouhém lánu 563/11, 16000 Praha 6"
" Helena Salamehová","5160089155","MALÉ ZDRAVÍ a.s.","praktický lékař pro děti a dorost","Nad malým mýtem 1739/2a, 14700 Praha 47"
" Helena Salamehová","5160089155","ResTrial NeoPedia s.r.o.","V sadech 15/4, 16200 Praha 616",
"MUDr. Renata Schneiderová","5154592184","MUDr. Renata Schneiderová","K Libuši 57/30, 14800 Praha 414",
"MUDr. Jitka Sieglová","5121482153","Praktické lékařství pro děti a dorost","Vykoukových 687/9, 15300 Praha 512",
"MUDr. Zuzana Skokánková","5156402185","Ampedia s.r.o.","Praktická lékařka pro děti a dorost","Revoluční 765/19, 11000 Praha 1"
"MUDr. Dita Smíšková, Ph.D.","5140527170","Fakultní nemocnice Bulovka","Klinika infekčních nemocí FNB a 1., 2. a 3. LF UK","Budínova 2, 18000 Praha 8"
"MUDr. Dita Smíšková, Ph.D.","5140527170","Univerzita Karlova v Praze","2. lékařská fakulta - děkanát","V Úvalu 84, 15006 Praha 5"
"MUDr. Zuzana Srbová","5156590180","MUDr. Zuzana Srbová s.r.o.","Praktické lékařství pro děti a dorost","Soukalova 3355/3, 14300 Praha 412"
"MUDr. Jelena Strnadová","5110438142","STRNAMED s.r.o.","praktické lékařství pro děti a dorost","Plaňanská 573/1, 10800 Praha 108"
"MUDr. Martina Suchá","5133645164","Praktické lékařství pro děti a dorost","Kučerova 806, 19800 Praha 98",
"MUDr. Natália Szitányi","5136795167","MUDr. Natália Szitányi - praktické lékařství pro děti a dorost","dětská gastroenterologie a hepatologie","V Zářezu 902/4, 15800 Praha 58"
"MUDr. Petra Šaňáková","5144024173","Ústav pro péči o matku a dítě","Pediatrické-novorozenecké odd.","Podolské nábřeží 157, 14710 Praha 4"
"MUDr. Michaela Šibíková, Ph.D.","1161885188","MUDr. Michaela Šíbíková, Ph.D.","Kačická 171, 27305 Smečno",
"MUDr. Michaela Šibíková, Ph.D.","1161885188","Fakultní nemocnice v Motole","oddělení urgentního příjmu a LSPP dětí","V Úvalu 84, 15006 Praha 5"
"MUDr. Ivana Šindýlková","5115697148","Neurologie Vinohrady s.r.o.","neurologie","Vinohradská 1513/176, 13000 Praha 3"
"MUDr. Veronika Šípová","5152612182","Ordinace Šipka s.r.o.","Pod Kavalírkou 1300/3, 15000 Praha 5",
"MUDr. Zuzana Šíslová","5149815179","Care4kids s. r. o","pediatrie - praktické lékařství pro děti a dorost","Pražská 559, 25229 Dobřichovice"
"MUDr. Zuzana Šíslová","5149815179","Fakultní nemocnice v Motole","oddělení urgentního příjmu a LSPP dětí","V Úvalu 84, 15006 Praha 5"
"MUDr. Lenka Škrhová","5154694183","Pediatrie Škrhová s.r.o.","praktické lékařství pro děti a dorost","Krškova 807/21, 15200 Praha 52"
"MUDr. Jitka Šnajdrová","5119705152","Praktické lékařství pro děti a dorost","Ohmova 271, 10900 Praha 111",
"MUDr. Jakub Štádler","1150309180","IMMUNO-FLOW, s.r.o.","Klinická alergologie a imunologie","Rychnovská 651, 19900 Praha 99"
"MUDr. Jakub Štádler","1150309180","Medicago s.r.o.","PLDD","Spořická 300/58, 18400 Praha 84"
"MUDr. Gabriela Štádlerová","5151426181","Medicago s.r.o.","Praktické lékařství pro děti a dorost","Spořická 300/58, 18400 Praha 84"
"MUDr. Barbara Šubrtová","5141517171","MALÉ ZDRAVÍ a.s.","praktické lékařství pro děti a dorost","Mendíků 402/11, 14000 Praha 4"
"MUDr. Barbara Šubrtová","5141517171","Praktický lékař pro děti a dorost","ambulance PLDD","zdrav. středisko Sadová 528, 43151 Klášterec nad Ohří 1"
"MUDr. Petr Švihovec","1134440165","Všeobecná fakultní nemocnice v Praze","Gynekologicko-porodnická klinika VFN a 1. LF UK","Apolinářská 18, 12000 Praha 2"
"MUDr. Olga Urbanová","5125552156","Praktické lékařství pro děti a dorost","Věšínova 11, 10000 Praha 10",
"MUDr. Veronika Urbanová","5163698191","MALÉ ZDRAVÍ a.s.","PLDD","Maškova 1646/3, 18200 Praha 82"
"MUDr. Jana Vacková","5154838184","MUDr. Jana Sezemská, MUDr Jana Vacková s.r.o.","Čechova 780, 29301 Mladá Boleslav 1",
"MUDr. Jana Vacková","5154838184","MediClinic a.s.","praktický lékař pro děti a dorost","Železnobrodská 25/764, 19700 Praha 97"
"MUDr. Petra Vlková","5143129172","Zdravotnické zařízení Tajovského 1310, s.r.o.","všeobecné praktické lékařství","Tajovského 1310, 14200 Praha 411"
"MUDr. Petra Vlková","5143129172","Pediatrie Vlková s.r.o.","praktické lékařství pro děti a dorost","Tajovského 1310/4, 14200 Praha 411"
"MUDr. Anna Vydrová","5162393189","Fakultní nemocnice Bulovka","Pediatrické oddělení","Budínova 2, 18000 Praha 8"
"MUDr. Anna Vydrová","5162393189","MUDr Kyjonková Alena","Ordinace pro děti a dorost","U Lékárny 316, 25070 Odolena Voda"
"MUDr. Markéta Wagnerová","5147161176","Praktické lékařství pro děti a dorost","Jabloňová 2992, 10600 Praha 106",
"MUDr. Kateřina Zárubová","5148677178","Ústav pro péči o matku a dítě","Gynekologické oddělení","Podolské nábřeží 157, 14700 Praha 47"
"MUDr. Kateřina Zárubová","5148677178","Pediatrie Dolní Břežany s.r.o.","Za Sídlištěm 450, 25241 Dolní Břežany",
"MUDr. Petr Žáček","1130682161","Canadian Medical s.r.o.","dětské","Evropská 859/115, 16000 Praha 6"
